COUNTRY;FECHA;CONTAGIADOS;FALLECIDOS;RECUPERADOS;HOSPITALIZADOS;UCIs
SPAIN;16/05/2020;539;102;0;258;10
SPAIN;17/05/2020;391;87;0;327;28
SPAIN;18/05/2020;285;59;0;172;15
SPAIN;19/05/2020;295;83;0;166;11
SPAIN;20/05/2020;416;95;0;193;31
SPAIN;21/05/2020;344;48;0;140;20
SPAIN;22/05/2020;446;56;0;123;20
SPAIN;23/05/2020;361;48;0;125;13
SPAIN;24/05/2020;246;70;0;86;3
SPAIN;25/05/2020;132;50;0;256;11
SPAIN;26/05/2020;194;35;0;256;12
SPAIN;27/05/2020;231;39;0;283;13
SPAIN;28/05/2020;182;38;0;301;11
SPAIN;29/05/2020;187;39;0;286;12
SPAIN;30/05/2020;271;43;0;287;10
SPAIN;31/05/2020;96;39;0;263;9
SPAIN;01/06/2020;71;35;0;245;9
SPAIN;02/06/2020;137;34;0;243;11
SPAIN;03/06/2020;219;63;0;221;10
SPAIN;04/06/2020;195;56;0;166;11
SPAIN;05/06/2020;177;52;0;162;14
SPAIN;06/06/2020;164;67;0;169;15
SPAIN;07/06/2020;102;72;0;148;14
SPAIN;08/06/2020;48;56;0;145;14
SPAIN;09/06/2020;84;50;0;149;12
SPAIN;10/06/2020;167;40;0;139;12
SPAIN;11/06/2020;156;32;0;151;10
SPAIN;12/06/2020;155;25;0;141;10
SPAIN;13/06/2020;130;27;0;125;7
SPAIN;14/06/2020;48;26;0;110;5
SPAIN;15/06/2020;40;25;0;94;3
SPAIN;16/06/2020;76;25;0;86;6
SPAIN;17/06/2020;141;30;0;97;10
SPAIN;18/06/2020;143;52;0;89;9
SPAIN;19/06/2020;154;40;0;97;8
SPAIN;20/06/2020;134;36;0;101;6
SPAIN;21/06/2020;141;29;0;99;5
SPAIN;22/06/2020;125;21;0;150;10
SPAIN;23/06/2020;108;14;0;151;13
SPAIN;24/06/2020;196;10;0;150;16
SPAIN;25/06/2020;157;11;0;146;14
SPAIN;26/06/2020;191;11;0;147;12
SPAIN;27/06/2020;191;13;0;150;17
SPAIN;28/06/2020;118;13;0;137;16
SPAIN;29/06/2020;84;12;0;137;15
SPAIN;30/06/2020;99;20;0;153;11
SPAIN;01/07/2020;149;19;0;151;9
SPAIN;02/07/2020;134;24;0;136;11
SPAIN;03/07/2020;174;21;0;141;13
SPAIN;04/07/2020;126;16;0;139;11
SPAIN;05/07/2020;126;16;0;139;11
SPAIN;06/07/2020;78;12;0;138;10
SPAIN;07/07/2020;124;9;0;157;7
SPAIN;08/07/2020;257;9;0;137;6
SPAIN;09/07/2020;241;10;0;150;5
SPAIN;10/07/2020;333;10;0;156;8
SPAIN;11/07/2020;248;8;0;150;8
SPAIN;12/07/2020;248;8;0;150;8
SPAIN;13/07/2020;164;7;0;146;8
SPAIN;14/07/2020;263;8;0;165;11
SPAIN;15/07/2020;390;10;0;176;13
SPAIN;16/07/2020;580;9;0;196;17
SPAIN;17/07/2020;628;10;0;228;18
URUGUAY;13/03/2020;4;0;0;0;0
URUGUAY;14/03/2020;2;0;0;0;0
URUGUAY;15/03/2020;2;0;0;0;0
URUGUAY;16/03/2020;21;0;0;0;0
URUGUAY;17/03/2020;21;0;0;2;0
URUGUAY;18/03/2020;29;0;2;0;0
URUGUAY;19/03/2020;15;0;0;0;0
URUGUAY;20/03/2020;16;0;0;4;0
URUGUAY;21/03/2020;25;0;0;4;2
URUGUAY;22/03/2020;23;0;0;4;1
URUGUAY;23/03/2020;4;0;0;4;1
URUGUAY;24/03/2020;27;0;0;3;1
URUGUAY;25/03/2020;28;0;0;12;4
URUGUAY;26/03/2020;21;0;0;18;4
URUGUAY;27/03/2020;36;0;0;13;8
URUGUAY;28/03/2020;30;1;0;13;8
URUGUAY;29/03/2020;6;0;0;12;10
URUGUAY;30/03/2020;10;0;0;12;11
URUGUAY;31/03/2020;18;0;0;13;12
URUGUAY;01/04/2020;12;1;21;14;13
URUGUAY;02/04/2020;19;2;6;14;13
URUGUAY;03/04/2020;17;0;18;14;13
URUGUAY;04/04/2020;14;1;7;15;13
URUGUAY;05/04/2020;6;1;11;15;14
URUGUAY;06/04/2020;9;0;19;15;14
URUGUAY;07/04/2020;9;1;27;18;14
URUGUAY;08/04/2020;32;0;42;18;14
URUGUAY;09/04/2020;17;0;14;17;13
URUGUAY;10/04/2020;21;0;8;15;15
URUGUAY;11/04/2020;7;0;10;17;16
URUGUAY;12/04/2020;11;7;7;16;16
URUGUAY;13/04/2020;9;1;17;15;15
URUGUAY;14/04/2020;12;0;12;14;14
URUGUAY;15/04/2020;6;1;12;13;13
URUGUAY;16/04/2020;13;0;14;13;13
URUGUAY;17/04/2020;18;0;8;12;12
URUGUAY;18/04/2020;18;0;4;14;14
URUGUAY;19/04/2020;4;0;0;13;13
URUGUAY;20/04/2020;10;1;15;13;13
URUGUAY;21/04/2020;11;2;11;10;10
URUGUAY;22/04/2020;8;0;13;10;10
URUGUAY;23/04/2020;9;0;17;10;10
URUGUAY;24/04/2020;6;0;15;9;9
URUGUAY;25/04/2020;46;2;1;9;9
URUGUAY;26/04/2020;12;1;5;10;10
URUGUAY;27/04/2020;2;0;11;11;11
URUGUAY;28/04/2020;6;0;8;11;11
URUGUAY;29/04/2020;18;0;18;11;11
URUGUAY;30/04/2020;11;2;5;10;10
URUGUAY;01/05/2020;5;0;18;10;10
URUGUAY;02/05/2020;4;0;5;10;10
URUGUAY;03/05/2020;7;0;2;10;10
URUGUAY;04/05/2020;7;0;5;10;10
URUGUAY;05/05/2020;13;0;21;10;10
URUGUAY;06/05/2020;8;0;18;10;10
URUGUAY;07/05/2020;26;0;6;9;9
URUGUAY;08/05/2020;19;1;14;8;8
URUGUAY;09/05/2020;4;0;7;8;8
URUGUAY;10/05/2020;7;1;4;8;8
URUGUAY;11/05/2020;5;0;6;8;8
URUGUAY;12/05/2020;7;0;9;8;8
URUGUAY;13/05/2020;9;0;13;8;8
URUGUAY;14/05/2020;7;0;2;7;7
URUGUAY;15/05/2020;4;0;6;7;7
URUGUAY;16/05/2020;7;0;5;5;5
URUGUAY;17/05/2020;14;1;6;4;4
URUGUAY;18/05/2020;3;0;5;4;4
URUGUAY;19/05/2020;1;0;10;4;4
URUGUAY;20/05/2020;12;0;9;4;4
URUGUAY;21/05/2020;9;0;6;5;5
URUGUAY;22/05/2020;12;0;9;5;5
URUGUAY;23/05/2020;14;2;13;5;5
URUGUAY;24/05/2020;2;0;2;5;5
URUGUAY;25/05/2020;19;0;11;5;5
URUGUAY;26/05/2020;2;0;9;5;5
URUGUAY;27/05/2020;14;0;12;5;5
URUGUAY;28/05/2020;12;0;4;5;5
URUGUAY;29/05/2020;7;0;26;6;6
URUGUAY;30/05/2020;8;0;2;5;5
URUGUAY;31/05/2020;4;1;3;5;5
URUGUAY;01/06/2020;9;0;4;4;4
URUGUAY;02/06/2020;3;0;2;4;4
URUGUAY;03/06/2020;0;0;7;4;4
URUGUAY;04/06/2020;4;0;11;4;4
URUGUAY;05/06/2020;11;0;12;4;4
URUGUAY;06/06/2020;5;0;5;4;4
URUGUAY;07/06/2020;5;0;4;4;4
URUGUAY;08/06/2020;0;0;8;4;4
URUGUAY;09/06/2020;1;0;16;4;4
URUGUAY;10/06/2020;1;0;4;4;4
URUGUAY;11/06/2020;4;0;14;4;4
URUGUAY;12/06/2020;3;0;8;3;3
URUGUAY;13/06/2020;0;0;4;3;3
URUGUAY;14/06/2020;2;0;4;3;3
URUGUAY;15/06/2020;0;0;4;3;3
URUGUAY;16/06/2020;1;1;9;3;3
URUGUAY;17/06/2020;0;0;9;4;4
URUGUAY;18/06/2020;1;0;4;4;4
URUGUAY;19/06/2020;3;1;0;4;4
URUGUAY;20/06/2020;6;1;1;4;4
URUGUAY;21/06/2020;17;0;0;4;4
URUGUAY;22/06/2020;6;0;0;4;4
URUGUAY;23/06/2020;3;0;0;4;4
URUGUAY;24/06/2020;17;0;0;2;2
URUGUAY;25/06/2020;5;1;3;2;2
URUGUAY;26/06/2020;12;1;0;2;2
URUGUAY;27/06/2020;5;0;0;2;2
URUGUAY;28/06/2020;5;0;0;2;2
URUGUAY;29/06/2020;3;0;4;2;2
URUGUAY;30/06/2020;4;0;2;2;2
NETHERLAND;09/03/2020;56;3;0;0;0
NETHERLAND;10/03/2020;61;1;0;0;0
NETHERLAND;11/03/2020;121;1;0;0;0
NETHERLAND;12/03/2020;111;0;0;86;0
NETHERLAND;13/03/2020;804;9;0;115;0
NETHERLAND;14/03/2020;155;3;0;21;0
NETHERLAND;15/03/2020;176;7;0;26;0
NETHERLAND;16/03/2020;278;4;0;43;0
NETHERLAND;17/03/2020;292;17;0;109;0
NETHERLAND;18/03/2020;346;16;0;94;0
NETHERLAND;19/03/2020;409;21;0;81;0
NETHERLAND;20/03/2020;1191;28;0;159;0
NETHERLAND;21/03/2020;-20;31;0;188;0
NETHERLAND;22/03/2020;573;44;0;152;0
NETHERLAND;23/03/2020;545;33;0;242;0
NETHERLAND;24/03/2020;811;63;0;265;0
NETHERLAND;25/03/2020;852;80;0;341;2467
NETHERLAND;26/03/2020;1019;78;0;315;0
NETHERLAND;27/03/2020;1172;112;0;349;100
NETHERLAND;28/03/2020;1159;93;0;454;100
NETHERLAND;29/03/2020;1104;132;0;529;100
NETHERLAND;30/03/2020;884;93;0;507;100
NETHERLAND;31/03/2020;845;175;0;722;0
NETHERLAND;01/04/2020;1019;134;0;447;0
NETHERLAND;02/04/2020;1083;166;0;625;0
NETHERLAND;03/04/2020;1026;148;0;501;0
NETHERLAND;04/04/2020;904;164;0;336;0
NETHERLAND;05/04/2020;1224;117;0;253;0
NETHERLAND;06/04/2020;952;99;0;260;0
NETHERLAND;07/04/2020;777;234;0;292;0
NETHERLAND;08/04/2020;969;147;0;308;0
NETHERLAND;09/04/2020;1213;148;0;237;0
NETHERLAND;10/04/2020;1335;115;0;225;0
NETHERLAND;11/04/2020;1316;132;0;190;0
NETHERLAND;12/04/2020;1174;94;0;196;0
NETHERLAND;13/04/2020;964;86;0;147;0
NETHERLAND;14/04/2020;868;122;0;210;0
NETHERLAND;15/04/2020;734;189;0;188;0
NETHERLAND;16/04/2020;1061;181;0;182;0
NETHERLAND;17/04/2020;1235;144;0;156;0
NETHERLAND;18/04/2020;1140;142;250;129;1200
NETHERLAND;19/04/2020;1066;83;322;110;0
NETHERLAND;20/04/2020;750;67;74;75;0
NETHERLAND;21/04/2020;729;165;0;118;0
NETHERLAND;22/04/2020;708;138;0;124;0
NETHERLAND;23/04/2020;887;123;0;137;0
NETHERLAND;24/04/2020;806;112;0;123;0
NETHERLAND;25/04/2020;655;120;0;100;0
NETHERLAND;26/04/2020;655;66;0;75;0
NETHERLAND;27/04/2020;400;43;0;65;0
NETHERLAND;28/04/2020;171;48;0;88;0
NETHERLAND;29/04/2020;386;145;0;76;0
NETHERLAND;30/04/2020;514;84;0;84;0
NETHERLAND;01/05/2020;475;98;0;85;0
NETHERLAND;02/05/2020;445;94;0;93;0
NETHERLAND;03/05/2020;335;69;0;41;0
NETHERLAND;04/05/2020;199;26;0;36;0
NETHERLAND;05/05/2020;317;86;0;79;0
NETHERLAND;06/05/2020;232;36;0;20;0
NETHERLAND;07/05/2020;455;84;0;33;0
NETHERLAND;08/05/2020;319;71;0;71;0
NETHERLAND;09/05/2020;289;63;0;58;0
NETHERLAND;10/05/2020;245;18;0;22;0
NETHERLAND;11/05/2020;161;16;0;36;0
NETHERLAND;12/05/2020;196;54;0;35;0
NETHERLAND;13/05/2020;227;52;0;52;0
NETHERLAND;14/05/2020;270;28;0;27;0
NETHERLAND;15/05/2020;200;53;0;35;0
NETHERLAND;16/05/2020;189;27;0;45;0
NETHERLAND;17/05/2020;125;10;0;15;0
NETHERLAND;18/05/2020;146;14;0;27;0
NETHERLAND;19/05/2020;108;21;0;34;0
NETHERLAND;20/05/2020;198;33;0;14;0
NETHERLAND;21/05/2020;253;27;0;13;0
NETHERLAND;22/05/2020;188;13;0;9;0
NETHERLAND;23/05/2020;176;23;0;10;0
NETHERLAND;24/05/2020;172;11;0;13;0
NETHERLAND;25/05/2020;209;8;0;8;0
NETHERLAND;26/05/2020;133;26;0;10;0
NETHERLAND;27/05/2020;190;15;0;7;0
NETHERLAND;28/05/2020;182;32;0;16;0
NETHERLAND;29/05/2020;176;28;0;9;0
NETHERLAND;30/05/2020;131;20;0;5;0
NETHERLAND;31/05/2020;185;5;0;8;0
NETHERLAND;01/06/2020;103;6;0;9;0
NETHERLAND;02/06/2020;102;5;0;6;0
NETHERLAND;03/06/2020;86;10;0;9;0
NETHERLAND;04/06/2020;209;13;0;12;0
NETHERLAND;05/06/2020;210;15;0;11;0
NETHERLAND;06/06/2020;183;6;0;3;0
NETHERLAND;07/06/2020;239;2;0;4;0
NETHERLAND;08/06/2020;165;3;0;5;0
NETHERLAND;09/06/2020;164;15;0;6;0
NETHERLAND;10/06/2020;184;11;0;5;0
NETHERLAND;11/06/2020;164;2;0;3;0
NETHERLAND;12/06/2020;210;9;0;5;0
NETHERLAND;13/06/2020;179;4;0;9;0
NETHERLAND;14/06/2020;143;2;0;6;0
NETHERLAND;15/06/2020;165;6;0;3;0
NETHERLAND;16/06/2020;139;5;0;3;0
NETHERLAND;17/06/2020;117;4;0;2;0
NETHERLAND;18/06/2020;115;4;0;-1;0
NETHERLAND;19/06/2020;107;3;0;11;0
NETHERLAND;20/06/2020;76;8;0;0;0
NETHERLAND;21/06/2020;91;1;0;3;0
NETHERLAND;22/06/2020;65;0;0;2;0
NETHERLAND;23/06/2020;64;5;0;2;0
NETHERLAND;24/06/2020;82;2;0;6;0
NETHERLAND;25/06/2020;110;3;0;4;0
NETHERLAND;26/06/2020;91;3;0;5;0
NETHERLAND;27/06/2020;69;2;0;0;0
NETHERLAND;28/06/2020;73;0;0;3;0
NETHERLAND;29/06/2020;76;2;0;3;0
NETHERLAND;30/06/2020;50;6;0;3;0
NETHERLAND;01/07/2020;62;2;0;1;0
NETHERLAND;02/07/2020;77;3;0;0;0
NETHERLAND;03/07/2020;75;2;0;4;0
NETHERLAND;04/07/2020;61;6;0;1;0
NETHERLAND;05/07/2020;73;1;0;1;0
NETHERLAND;06/07/2020;36;1;0;0;0
NETHERLAND;07/07/2020;37;4;0;2;0
NETHERLAND;08/07/2020;52;3;0;3;0
NETHERLAND;09/07/2020;52;2;0;-2;0
NETHERLAND;10/07/2020;42;-1;0;1;0
NETHERLAND;11/07/2020;81;1;0;3;0
NETHERLAND;12/07/2020;101;0;0;2;0
NETHERLAND;13/07/2020;71;0;0;1;0
NETHERLAND;14/07/2020;53;-2;0;-2;0
NETHERLAND;15/07/2020;106;1;0;5;0
NETHERLAND;16/07/2020;99;1;0;1;0
NETHERLAND;17/07/2020;103;1;0;-4;0
NETHERLAND;18/07/2020;127;-2;0;1;0
NETHERLAND;19/07/2020;144;0;0;3;0
NETHERLAND;20/07/2020;185;0;0;2;0
NETHERLAND;21/07/2020;163;0;0;2;0
NETHERLAND;22/07/2020;168;3;0;0;0
NETHERLAND;23/07/2020;163;0;0;3;0
NETHERLAND;24/07/2020;191;0;0;-1;0
NETHERLAND;25/07/2020;137;1;0;2;0
NETHERLAND;26/07/2020;214;0;0;2;0
NETHERLAND;27/07/2020;205;1;0;5;0
